Season,Round,Date,Local.start.time,Venue,Attendance,First.name,Surname,ID,Jumper.No.,Playing.for,Kicks,Marks,Handballs,Disposals,Goals,Behinds,Hit.Outs,Tackles,Rebounds,Inside.50s,Clearances,Clangers,Frees.For,Frees.Against,Brownlow.Votes,Contested.Possessions,Uncontested.Possessions,Contested.Marks,Marks.Inside.50,One.Percenters,Bounces,Goal.Assists,Time.on.Ground,Substitute,Umpire.1,Umpire.2,Umpire.3,Umpire.4,Home.team,HQ1G,HQ1B,HQ2G,HQ2B,HQ3G,HQ3B,HQ4G,HQ4B,HQETG,HQETB,Home.score,Away.team,AQ1G,AQ1B,AQ2G,AQ2B,AQ3G,AQ3B,AQ4G,AQ4B,AQETG,AQETB,Away.score,HQ1P,HQ2P,HQ3P,HQ4P,HQETP,AQ1P,AQ2P,AQ3P,AQ4P,AQETP,Player,Team,url,Age,Career.Games,Coach,DOB,Home.Away,Position,match_weather_temp_c,match_weather_type,Is_Raining
2025,1,2025-03-07,1940,S.C.G.,40310,Connor,Macdonald,12954,31,Hawthorn,5,2,3,8,1,0,0,2,1,3,0,1,0,1,0,1,7,0,1,0,0,0,70,,Brendan Hosking, Simon Meredith, Jacob Mollison, Martin Rodger,Sydney,4,3,6,4,11,5,11,10,NA,NA,76,Hawthorn,5,3,9,6,11,10,14,12,NA,NA,96,27,40,71,76,NA,33,60,76,96,NA,Connor Macdonald,Hawthorn,https://afltables.com/afl/stats/players/C/Connor_Macdonald.html,22.145106091718002,67,"Mitchell, Sam",13-Jan-2003,Away,WR,27,RAIN,1
2025,1,2025-03-07,1940,S.C.G.,40310,Cam,Mackenzie,13031,28,Hawthorn,6,4,10,16,0,0,0,7,0,4,3,2,0,1,0,11,6,0,0,2,0,0,73,,Brendan Hosking, Simon Meredith, Jacob Mollison, Martin Rodger,Sydney,4,3,6,4,11,5,11,10,NA,NA,76,Hawthorn,5,3,9,6,11,10,14,12,NA,NA,96,27,40,71,76,NA,33,60,76,96,NA,Cam Mackenzie,Hawthorn,https://afltables.com/afl/stats/players/C/Cam_Mackenzie.html,21.123203285420946,35,"Mitchell, Sam",21-Jan-2004,Away,INT,27,RAIN,1
2025,1,2025-03-07,1940,S.C.G.,40310,Finn,Maginness,12843,20,Hawthorn,7,2,6,13,1,2,0,2,0,3,0,1,0,0,0,4,9,0,1,0,0,0,72,,Brendan Hosking, Simon Meredith, Jacob Mollison, Martin Rodger,Sydney,4,3,6,4,11,5,11,10,NA,NA,76,Hawthorn,5,3,9,6,11,10,14,12,NA,NA,96,27,40,71,76,NA,33,60,76,96,NA,Finn Maginness,Hawthorn,https://afltables.com/afl/stats/players/F/Finn_Maginness.html,24.032854209445585,46,"Mitchell, Sam",23-Feb-2001,Away,INT,27,RAIN,1
2025,1,2025-03-07,1940,S.C.G.,40310,Lloyd,Meek,12856,17,Hawthorn,7,4,7,14,2,0,30,5,0,3,6,1,1,0,0,10,4,1,1,0,0,0,83,,Brendan Hosking, Simon Meredith, Jacob Mollison, Martin Rodger,Sydney,4,3,6,4,11,5,11,10,NA,NA,76,Hawthorn,5,3,9,6,11,10,14,12,NA,NA,96,27,40,71,76,NA,33,60,76,96,NA,Lloyd Meek,Hawthorn,https://afltables.com/afl/stats/players/L/Lloyd_Meek.html,26.87337440109514,53,"Mitchell, Sam",22-Apr-1998,Away,RK,27,RAIN,1
2025,1,2025-03-07,1940,S.C.G.,40310,Dylan,Moore,12710,13,Hawthorn,10,3,8,18,2,1,0,1,0,3,1,1,2,0,0,7,10,1,2,0,0,0,84,,Brendan Hosking, Simon Meredith, Jacob Mollison, Martin Rodger,Sydney,4,3,6,4,11,5,11,10,NA,NA,76,Hawthorn,5,3,9,6,11,10,14,12,NA,NA,96,27,40,71,76,NA,33,60,76,96,NA,Dylan Moore,Hawthorn,https://afltables.com/afl/stats/players/D/Dylan_Moore.html,25.588637919233403,101,"Mitchell, Sam",4-Aug-1999,Away,WL,27,RAIN,1
2025,1,2025-03-07,1940,S.C.G.,40310,Harry,Morrison,12579,1,Hawthorn,11,7,4,15,0,0,0,2,2,3,1,1,0,0,0,3,11,0,1,1,0,0,79,,Brendan Hosking, Simon Meredith, Jacob Mollison, Martin Rodger,Sydney,4,3,6,4,11,5,11,10,NA,NA,76,Hawthorn,5,3,9,6,11,10,14,12,NA,NA,96,27,40,71,76,NA,33,60,76,96,NA,Harry Morrison,Hawthorn,https://afltables.com/afl/stats/players/H/Harry_Morrison.html,26.314852840520192,104,"Mitchell, Sam",12-Nov-1998,Away,CHF,27,RAIN,1
2025,1,2025-03-07,1940,S.C.G.,40310,Conor,Nash,12670,11,Hawthorn,8,2,12,20,1,0,0,5,0,3,6,2,1,2,0,12,9,0,1,0,1,0,80,,Brendan Hosking, Simon Meredith, Jacob Mollison, Martin Rodger,Sydney,4,3,6,4,11,5,11,10,NA,NA,76,Hawthorn,5,3,9,6,11,10,14,12,NA,NA,96,27,40,71,76,NA,33,60,76,96,NA,Conor Nash,Hawthorn,https://afltables.com/afl/stats/players/C/Conor_Nash.html,26.607802874743328,99,"Mitchell, Sam",28-Jul-1998,Away,INT,27,RAIN,1
2025,1,2025-03-07,1940,S.C.G.,40310,Jai,Newcombe,12915,3,Hawthorn,9,1,10,19,1,0,0,7,1,1,9,6,1,3,0,10,8,0,1,2,0,1,89,,Brendan Hosking, Simon Meredith, Jacob Mollison, Martin Rodger,Sydney,4,3,6,4,11,5,11,10,NA,NA,76,Hawthorn,5,3,9,6,11,10,14,12,NA,NA,96,27,40,71,76,NA,33,60,76,96,NA,Jai Newcombe,Hawthorn,https://afltables.com/afl/stats/players/J/Jai_Newcombe.html,23.594113620807665,77,"Mitchell, Sam",2-Aug-2001,Away,C,27,RAIN,1
2025,1,2025-03-07,1940,S.C.G.,40310,Jack,Scrimshaw,12565,14,Hawthorn,12,8,6,18,0,0,0,3,1,1,0,0,1,0,0,5,12,2,0,1,0,0,77,,Brendan Hosking, Simon Meredith, Jacob Mollison, Martin Rodger,Sydney,4,3,6,4,11,5,11,10,NA,NA,76,Hawthorn,5,3,9,6,11,10,14,12,NA,NA,96,27,40,71,76,NA,33,60,76,96,NA,Jack Scrimshaw,Hawthorn,https://afltables.com/afl/stats/players/J/Jack_Scrimshaw.html,26.503764544832308,108,"Mitchell, Sam",4-Sep-1998,Away,INT,27,RAIN,1
2025,1,2025-03-07,1940,S.C.G.,40310,James,Sicily,12332,6,Hawthorn,15,8,5,20,1,0,0,0,2,3,0,4,2,2,2,10,8,5,2,4,0,1,91,,Brendan Hosking, Simon Meredith, Jacob Mollison, Martin Rodger,Sydney,4,3,6,4,11,5,11,10,NA,NA,76,Hawthorn,5,3,9,6,11,10,14,12,NA,NA,96,27,40,71,76,NA,33,60,76,96,NA,James Sicily,Hawthorn,https://afltables.com/afl/stats/players/J/James_Sicily.html,30.164271047227928,157,"Mitchell, Sam",6-Jan-1995,Away,BPR,27,RAIN,1
2025,1,2025-03-07,1940,S.C.G.,40310,Nick,Watson,13105,34,Hawthorn,1,1,3,4,0,0,0,2,0,1,0,4,0,3,0,2,3,0,0,0,1,0,74,,Brendan Hosking, Simon Meredith, Jacob Mollison, Martin Rodger,Sydney,4,3,6,4,11,5,11,10,NA,NA,76,Hawthorn,5,3,9,6,11,10,14,12,NA,NA,96,27,40,71,76,NA,33,60,76,96,NA,Nick Watson,Hawthorn,https://afltables.com/afl/stats/players/N/Nick_Watson.html,20.030116358658454,19,"Mitchell, Sam",24-Feb-2005,Away,HFFR,27,RAIN,1
