"Season","Round","Date","Local.start.time","Venue","Attendance","First.name","Surname","ID","Jumper.No.","Playing.for","Kicks","Marks","Handballs","Disposals","Goals","Behinds","Hit.Outs","Tackles","Rebounds","Inside.50s","Clearances","Clangers","Frees.For","Frees.Against","Brownlow.Votes","Contested.Possessions","Uncontested.Possessions","Contested.Marks","Marks.Inside.50","One.Percenters","Bounces","Goal.Assists","Time.on.Ground","Substitute","Umpire.1","Umpire.2","Umpire.3","Umpire.4","Home.team","HQ1G","HQ1B","HQ2G","HQ2B","HQ3G","HQ3B","HQ4G","HQ4B","HQETG","HQETB","Home.score","Away.team","AQ1G","AQ1B","AQ2G","AQ2B","AQ3G","AQ3B","AQ4G","AQ4B","AQETG","AQETB","Away.score","HQ1P","HQ2P","HQ3P","HQ4P","HQETP","AQ1P","AQ2P","AQ3P","AQ4P","AQETP","Player","Team","url","Age","Career.Games","Coach","DOB","Home.Away"
2025,"1",2025-03-07,1940,"S.C.G.",40310,"Jake","Lloyd",12268,"44","Sydney",11,3,8,19,0,0,0,4,6,1,1,4,2,0,0,4,14,0,0,3,0,0,87,"","Brendan Hosking"," Simon Meredith"," Jacob Mollison"," Martin Rodger","Sydney",4,3,6,4,11,5,11,10,NA,NA,76,"Hawthorn",5,3,9,6,11,10,14,12,NA,NA,96,27,40,71,76,NA,33,60,76,96,NA,"Jake Lloyd","Sydney","https://afltables.com/afl/stats/players/J/Jake_Lloyd.html",31.4599589322382,250,"Cox, Dean","20-Sep-1993","Home"
2025,"1",2025-03-07,1940,"S.C.G.",40310,"Tom","McCartin",12627,"30","Sydney",7,7,0,7,1,1,0,1,0,3,0,2,1,1,0,3,5,2,1,1,0,0,89,"","Brendan Hosking"," Simon Meredith"," Jacob Mollison"," Martin Rodger","Sydney",4,3,6,4,11,5,11,10,NA,NA,76,"Hawthorn",5,3,9,6,11,10,14,12,NA,NA,96,27,40,71,76,NA,33,60,76,96,NA,"Tom McCartin","Sydney","https://afltables.com/afl/stats/players/T/Tom_McCartin.html",25.1834360027378,133,"Cox, Dean","30-Dec-1999","Home"
2025,"1",2025-03-07,1940,"S.C.G.",40310,"Justin","McInerney",12711,"27","Sydney",11,6,5,16,0,1,0,2,0,2,1,4,1,4,0,8,9,2,0,0,0,2,87,"","Brendan Hosking"," Simon Meredith"," Jacob Mollison"," Martin Rodger","Sydney",4,3,6,4,11,5,11,10,NA,NA,76,"Hawthorn",5,3,9,6,11,10,14,12,NA,NA,96,27,40,71,76,NA,33,60,76,96,NA,"Justin McInerney","Sydney","https://afltables.com/afl/stats/players/J/Justin_McInerney.html",24.5503080082136,93,"Cox, Dean","18-Aug-2000","Home"
2025,"1",2025-03-07,1940,"S.C.G.",40310,"Lewis","Melican",12526,"43","Sydney",8,6,3,11,0,0,0,1,2,0,0,2,0,0,0,4,7,0,0,12,0,0,89,"","Brendan Hosking"," Simon Meredith"," Jacob Mollison"," Martin Rodger","Sydney",4,3,6,4,11,5,11,10,NA,NA,76,"Hawthorn",5,3,9,6,11,10,14,12,NA,NA,96,27,40,71,76,NA,33,60,76,96,NA,"Lewis Melican","Sydney","https://afltables.com/afl/stats/players/L/Lewis_Melican.html",28.3367556468172,85,"Cox, Dean","4-Nov-1996","Home"
2025,"1",2025-03-07,1940,"S.C.G.",40310,"Tom","Papley",12412,"11","Sydney",6,3,7,13,1,1,0,0,0,1,1,6,2,3,0,7,7,0,1,2,0,2,81,"","Brendan Hosking"," Simon Meredith"," Jacob Mollison"," Martin Rodger","Sydney",4,3,6,4,11,5,11,10,NA,NA,76,"Hawthorn",5,3,9,6,11,10,14,12,NA,NA,96,27,40,71,76,NA,33,60,76,96,NA,"Tom Papley","Sydney","https://afltables.com/afl/stats/players/T/Tom_Papley.html",28.6488706365503,186,"Cox, Dean","13-Jul-1996","Home"
2025,"1",2025-03-07,1940,"S.C.G.",40310,"Ben","Paton",12671,"25","Sydney",4,2,8,12,0,0,0,1,1,0,0,1,0,1,0,5,6,0,0,3,0,0,73,"","Brendan Hosking"," Simon Meredith"," Jacob Mollison"," Martin Rodger","Sydney",4,3,6,4,11,5,11,10,NA,NA,76,"Hawthorn",5,3,9,6,11,10,14,12,NA,NA,96,27,40,71,76,NA,33,60,76,96,NA,"Ben Paton","Sydney","https://afltables.com/afl/stats/players/B/Ben_Paton.html",26.3805612594114,72,"Cox, Dean","19-Oct-1998","Home"
2025,"1",2025-03-07,1940,"S.C.G.",40310,"Dane","Rampe",12140,"24","Sydney",10,4,1,11,0,0,0,2,4,1,1,4,1,1,0,3,6,0,0,5,0,0,90,"","Brendan Hosking"," Simon Meredith"," Jacob Mollison"," Martin Rodger","Sydney",4,3,6,4,11,5,11,10,NA,NA,76,"Hawthorn",5,3,9,6,11,10,14,12,NA,NA,96,27,40,71,76,NA,33,60,76,96,NA,"Dane Rampe","Sydney","https://afltables.com/afl/stats/players/D/Dane_Rampe.html",34.7611225188227,252,"Cox, Dean","2-Jun-1990","Home"
2025,"1",2025-03-07,1940,"S.C.G.",40310,"Matt","Roberts",12994,"34","Sydney",20,9,6,26,0,0,0,2,4,4,0,2,0,1,0,7,19,0,0,2,0,0,95,"","Brendan Hosking"," Simon Meredith"," Jacob Mollison"," Martin Rodger","Sydney",4,3,6,4,11,5,11,10,NA,NA,76,"Hawthorn",5,3,9,6,11,10,14,12,NA,NA,96,27,40,71,76,NA,33,60,76,96,NA,"Matt Roberts","Sydney","https://afltables.com/afl/stats/players/M/Matt_Roberts.html",21.5995893223819,31,"Cox, Dean","31-Jul-2003","Home"
2025,"1",2025-03-07,1940,"S.C.G.",40310,"James","Rowbottom",12714,"8","Sydney",13,2,3,16,1,0,0,2,0,4,3,2,0,0,0,4,11,0,0,0,0,0,80,"","Brendan Hosking"," Simon Meredith"," Jacob Mollison"," Martin Rodger","Sydney",4,3,6,4,11,5,11,10,NA,NA,76,"Hawthorn",5,3,9,6,11,10,14,12,NA,NA,96,27,40,71,76,NA,33,60,76,96,NA,"James Rowbottom","Sydney","https://afltables.com/afl/stats/players/J/James_Rowbottom.html",24.4626967830253,118,"Cox, Dean","19-Sep-2000","Home"
2025,"1",2025-03-07,1940,"S.C.G.",40310,"Angus","Sheldrick",12951,"12","Sydney",6,1,3,9,0,0,0,2,0,4,1,3,0,1,0,3,6,0,0,0,0,0,48,"Off","Brendan Hosking"," Simon Meredith"," Jacob Mollison"," Martin Rodger","Sydney",4,3,6,4,11,5,11,10,NA,NA,76,"Hawthorn",5,3,9,6,11,10,14,12,NA,NA,96,27,40,71,76,NA,33,60,76,96,NA,"Angus Sheldrick","Sydney","https://afltables.com/afl/stats/players/A/Angus_Sheldrick.html",21.3285420944559,10,"Cox, Dean","7-Nov-2003","Home"
2025,"1",2025-03-07,1940,"S.C.G.",40310,"Chad","Warner",12797,"1","Sydney",16,5,5,21,2,1,0,2,3,6,2,3,1,1,1,6,15,0,1,0,4,1,87,"","Brendan Hosking"," Simon Meredith"," Jacob Mollison"," Martin Rodger","Sydney",4,3,6,4,11,5,11,10,NA,NA,76,"Hawthorn",5,3,9,6,11,10,14,12,NA,NA,96,27,40,71,76,NA,33,60,76,96,NA,"Chad Warner","Sydney","https://afltables.com/afl/stats/players/C/Chad_Warner.html",23.7994524298426,86,"Cox, Dean","19-May-2001","Home"
2025,"1",2025-03-07,1940,"S.C.G.",40310,"Corey","Warner",13053,"37","Sydney",3,1,7,10,0,0,0,4,2,1,3,0,0,0,0,5,5,0,0,0,0,0,71,"","Brendan Hosking"," Simon Meredith"," Jacob Mollison"," Martin Rodger","Sydney",4,3,6,4,11,5,11,10,NA,NA,76,"Hawthorn",5,3,9,6,11,10,14,12,NA,NA,96,27,40,71,76,NA,33,60,76,96,NA,"Corey Warner","Sydney","https://afltables.com/afl/stats/players/C/Corey_Warner.html",21.4134154688569,10,"Cox, Dean","7-Oct-2003","Home"
2025,"1",2025-03-07,1940,"S.C.G.",40310,"Sam","Wicks",12818,"15","Sydney",13,3,5,18,0,0,0,4,3,1,0,2,3,1,0,6,10,0,0,3,0,0,90,"","Brendan Hosking"," Simon Meredith"," Jacob Mollison"," Martin Rodger","Sydney",4,3,6,4,11,5,11,10,NA,NA,76,"Hawthorn",5,3,9,6,11,10,14,12,NA,NA,96,27,40,71,76,NA,33,60,76,96,NA,"Sam Wicks","Sydney","https://afltables.com/afl/stats/players/S/Sam_Wicks.html",25.476386036961,67,"Cox, Dean","14-Sep-1999","Home"
2025,"1",2025-03-07,1940,"S.C.G.",40310,"Karl","Amon",12357,"10","Hawthorn",21,6,6,27,1,2,0,1,3,6,2,4,2,0,0,4,18,0,0,1,1,0,82,"","Brendan Hosking"," Simon Meredith"," Jacob Mollison"," Martin Rodger","Sydney",4,3,6,4,11,5,11,10,NA,NA,76,"Hawthorn",5,3,9,6,11,10,14,12,NA,NA,96,27,40,71,76,NA,33,60,76,96,NA,"Karl Amon","Hawthorn","https://afltables.com/afl/stats/players/K/Karl_Amon.html",29.5475701574264,171,"Mitchell, Sam","19-Aug-1995","Away"
2025,"1",2025-03-07,1940,"S.C.G.",40310,"Tom","Barrass",12383,"37","Hawthorn",6,6,3,9,0,0,0,1,0,1,0,3,1,2,0,2,7,1,0,8,0,1,94,"","Brendan Hosking"," Simon Meredith"," Jacob Mollison"," Martin Rodger","Sydney",4,3,6,4,11,5,11,10,NA,NA,76,"Hawthorn",5,3,9,6,11,10,14,12,NA,NA,96,27,40,71,76,NA,33,60,76,96,NA,"Tom Barrass","Hawthorn","https://afltables.com/afl/stats/players/T/Tom_Barrass.html",29.4106776180698,151,"Mitchell, Sam","8-Oct-1995","Away"
2025,"1",2025-03-07,1940,"S.C.G.",40310,"Josh","Battle",12558,"24","Hawthorn",11,6,2,13,0,1,0,1,3,3,0,2,0,1,0,2,10,1,0,3,0,0,88,"","Brendan Hosking"," Simon Meredith"," Jacob Mollison"," Martin Rodger","Sydney",4,3,6,4,11,5,11,10,NA,NA,76,"Hawthorn",5,3,9,6,11,10,14,12,NA,NA,96,27,40,71,76,NA,33,60,76,96,NA,"Josh Battle","Hawthorn","https://afltables.com/afl/stats/players/J/Josh_Battle.html",26.5119780971937,124,"Mitchell, Sam","1-Sep-1998","Away"
2025,"1",2025-03-07,1940,"S.C.G.",40310,"Mabior","Chol",12485,"18","Hawthorn",4,3,5,9,1,0,2,2,0,0,0,1,0,1,0,7,3,1,1,2,0,0,90,"","Brendan Hosking"," Simon Meredith"," Jacob Mollison"," Martin Rodger","Sydney",4,3,6,4,11,5,11,10,NA,NA,76,"Hawthorn",5,3,9,6,11,10,14,12,NA,NA,96,27,40,71,76,NA,33,60,76,96,NA,"Mabior Chol","Hawthorn","https://afltables.com/afl/stats/players/M/Mabior_Chol.html",28.1013004791239,85,"Mitchell, Sam","29-Jan-1997","Away"
2025,"1",2025-03-07,1940,"S.C.G.",40310,"Massimo","DAmbrosio",12998,"16","Hawthorn",16,6,3,19,0,0,0,1,4,4,2,3,0,1,0,4,15,0,0,0,4,2,79,"","Brendan Hosking"," Simon Meredith"," Jacob Mollison"," Martin Rodger","Sydney",4,3,6,4,11,5,11,10,NA,NA,76,"Hawthorn",5,3,9,6,11,10,14,12,NA,NA,96,27,40,71,76,NA,33,60,76,96,NA,"Massimo DAmbrosio","Hawthorn","https://afltables.com/afl/stats/players/M/Massimo_DAmbrosio.html",21.7529089664613,41,"Mitchell, Sam","5-Jun-2003","Away"
2025,"1",2025-03-07,1940,"S.C.G.",40310,"Will","Day",12794,"12","Hawthorn",17,4,9,26,3,0,0,6,4,6,9,1,6,0,3,13,12,0,0,2,0,1,73,"","Brendan Hosking"," Simon Meredith"," Jacob Mollison"," Martin Rodger","Sydney",4,3,6,4,11,5,11,10,NA,NA,76,"Hawthorn",5,3,9,6,11,10,14,12,NA,NA,96,27,40,71,76,NA,33,60,76,96,NA,"Will Day","Hawthorn","https://afltables.com/afl/stats/players/W/Will_Day.html",23.7529089664613,71,"Mitchell, Sam","5-Jun-2001","Away"
2025,"1",2025-03-07,1940,"S.C.G.",40310,"Sam","Frost",12119,"8","Hawthorn",2,0,1,3,0,0,0,0,1,0,0,1,1,1,0,3,0,0,0,4,0,0,44,"On","Brendan Hosking"," Simon Meredith"," Jacob Mollison"," Martin Rodger","Sydney",4,3,6,4,11,5,11,10,NA,NA,76,"Hawthorn",5,3,9,6,11,10,14,12,NA,NA,96,27,40,71,76,NA,33,60,76,96,NA,"Sam Frost","Hawthorn","https://afltables.com/afl/stats/players/S/Sam_Frost.html",31.5229295003422,184,"Mitchell, Sam","28-Aug-1993","Away"
2025,"1",2025-03-07,1940,"S.C.G.",40310,"Jack","Ginnivan",12927,"33","Hawthorn",9,1,7,16,0,1,0,3,0,3,2,4,1,1,0,6,10,0,0,2,0,1,75,"","Brendan Hosking"," Simon Meredith"," Jacob Mollison"," Martin Rodger","Sydney",4,3,6,4,11,5,11,10,NA,NA,76,"Hawthorn",5,3,9,6,11,10,14,12,NA,NA,96,27,40,71,76,NA,33,60,76,96,NA,"Jack Ginnivan","Hawthorn","https://afltables.com/afl/stats/players/J/Jack_Ginnivan.html",22.2409308692676,66,"Mitchell, Sam","9-Dec-2002","Away"
2025,"1",2025-03-07,1940,"S.C.G.",40310,"Blake","Hardwick",12469,"15","Hawthorn",6,3,3,9,0,0,0,4,1,1,0,1,2,1,0,6,6,0,0,2,0,0,91,"","Brendan Hosking"," Simon Meredith"," Jacob Mollison"," Martin Rodger","Sydney",4,3,6,4,11,5,11,10,NA,NA,76,"Hawthorn",5,3,9,6,11,10,14,12,NA,NA,96,27,40,71,76,NA,33,60,76,96,NA,"Blake Hardwick","Hawthorn","https://afltables.com/afl/stats/players/B/Blake_Hardwick.html",28.082135523614,173,"Mitchell, Sam","5-Feb-1997","Away"
2025,"1",2025-03-07,1940,"S.C.G.",40310,"Jarman","Impey",12237,"4","Hawthorn",10,7,2,12,0,0,0,0,3,0,0,4,0,1,0,0,11,0,0,5,0,0,83,"","Brendan Hosking"," Simon Meredith"," Jacob Mollison"," Martin Rodger","Sydney",4,3,6,4,11,5,11,10,NA,NA,76,"Hawthorn",5,3,9,6,11,10,14,12,NA,NA,96,27,40,71,76,NA,33,60,76,96,NA,"Jarman Impey","Hawthorn","https://afltables.com/afl/stats/players/J/Jarman_Impey.html",29.6598220396988,198,"Mitchell, Sam","9-Jul-1995","Away"
2025,"1",2025-03-07,1940,"S.C.G.",40310,"Connor","Macdonald",12954,"31","Hawthorn",5,2,3,8,1,0,0,2,1,3,0,1,0,1,0,1,7,0,1,0,0,0,70,"","Brendan Hosking"," Simon Meredith"," Jacob Mollison"," Martin Rodger","Sydney",4,3,6,4,11,5,11,10,NA,NA,76,"Hawthorn",5,3,9,6,11,10,14,12,NA,NA,96,27,40,71,76,NA,33,60,76,96,NA,"Connor Macdonald","Hawthorn","https://afltables.com/afl/stats/players/C/Connor_Macdonald.html",22.145106091718,67,"Mitchell, Sam","13-Jan-2003","Away"
2025,"1",2025-03-07,1940,"S.C.G.",40310,"Cam","Mackenzie",13031,"28","Hawthorn",6,4,10,16,0,0,0,7,0,4,3,2,0,1,0,11,6,0,0,2,0,0,73,"","Brendan Hosking"," Simon Meredith"," Jacob Mollison"," Martin Rodger","Sydney",4,3,6,4,11,5,11,10,NA,NA,76,"Hawthorn",5,3,9,6,11,10,14,12,NA,NA,96,27,40,71,76,NA,33,60,76,96,NA,"Cam Mackenzie","Hawthorn","https://afltables.com/afl/stats/players/C/Cam_Mackenzie.html",21.1232032854209,35,"Mitchell, Sam","21-Jan-2004","Away"
2025,"1",2025-03-07,1940,"S.C.G.",40310,"Finn","Maginness",12843,"20","Hawthorn",7,2,6,13,1,2,0,2,0,3,0,1,0,0,0,4,9,0,1,0,0,0,72,"","Brendan Hosking"," Simon Meredith"," Jacob Mollison"," Martin Rodger","Sydney",4,3,6,4,11,5,11,10,NA,NA,76,"Hawthorn",5,3,9,6,11,10,14,12,NA,NA,96,27,40,71,76,NA,33,60,76,96,NA,"Finn Maginness","Hawthorn","https://afltables.com/afl/stats/players/F/Finn_Maginness.html",24.0328542094456,46,"Mitchell, Sam","23-Feb-2001","Away"
2025,"1",2025-03-07,1940,"S.C.G.",40310,"Lloyd","Meek",12856,"17","Hawthorn",7,4,7,14,2,0,30,5,0,3,6,1,1,0,0,10,4,1,1,0,0,0,83,"","Brendan Hosking"," Simon Meredith"," Jacob Mollison"," Martin Rodger","Sydney",4,3,6,4,11,5,11,10,NA,NA,76,"Hawthorn",5,3,9,6,11,10,14,12,NA,NA,96,27,40,71,76,NA,33,60,76,96,NA,"Lloyd Meek","Hawthorn","https://afltables.com/afl/stats/players/L/Lloyd_Meek.html",26.8733744010951,53,"Mitchell, Sam","22-Apr-1998","Away"
2025,"1",2025-03-07,1940,"S.C.G.",40310,"Dylan","Moore",12710,"13","Hawthorn",10,3,8,18,2,1,0,1,0,3,1,1,2,0,0,7,10,1,2,0,0,0,84,"","Brendan Hosking"," Simon Meredith"," Jacob Mollison"," Martin Rodger","Sydney",4,3,6,4,11,5,11,10,NA,NA,76,"Hawthorn",5,3,9,6,11,10,14,12,NA,NA,96,27,40,71,76,NA,33,60,76,96,NA,"Dylan Moore","Hawthorn","https://afltables.com/afl/stats/players/D/Dylan_Moore.html",25.5886379192334,101,"Mitchell, Sam","4-Aug-1999","Away"
2025,"1",2025-03-07,1940,"S.C.G.",40310,"Harry","Morrison",12579,"1","Hawthorn",11,7,4,15,0,0,0,2,2,3,1,1,0,0,0,3,11,0,1,1,0,0,79,"","Brendan Hosking"," Simon Meredith"," Jacob Mollison"," Martin Rodger","Sydney",4,3,6,4,11,5,11,10,NA,NA,76,"Hawthorn",5,3,9,6,11,10,14,12,NA,NA,96,27,40,71,76,NA,33,60,76,96,NA,"Harry Morrison","Hawthorn","https://afltables.com/afl/stats/players/H/Harry_Morrison.html",26.3148528405202,104,"Mitchell, Sam","12-Nov-1998","Away"
2025,"1",2025-03-07,1940,"S.C.G.",40310,"Conor","Nash",12670,"11","Hawthorn",8,2,12,20,1,0,0,5,0,3,6,2,1,2,0,12,9,0,1,0,1,0,80,"","Brendan Hosking"," Simon Meredith"," Jacob Mollison"," Martin Rodger","Sydney",4,3,6,4,11,5,11,10,NA,NA,76,"Hawthorn",5,3,9,6,11,10,14,12,NA,NA,96,27,40,71,76,NA,33,60,76,96,NA,"Conor Nash","Hawthorn","https://afltables.com/afl/stats/players/C/Conor_Nash.html",26.6078028747433,99,"Mitchell, Sam","28-Jul-1998","Away"
2025,"1",2025-03-07,1940,"S.C.G.",40310,"Jai","Newcombe",12915,"3","Hawthorn",9,1,10,19,1,0,0,7,1,1,9,6,1,3,0,10,8,0,1,2,0,1,89,"","Brendan Hosking"," Simon Meredith"," Jacob Mollison"," Martin Rodger","Sydney",4,3,6,4,11,5,11,10,NA,NA,76,"Hawthorn",5,3,9,6,11,10,14,12,NA,NA,96,27,40,71,76,NA,33,60,76,96,NA,"Jai Newcombe","Hawthorn","https://afltables.com/afl/stats/players/J/Jai_Newcombe.html",23.5941136208077,77,"Mitchell, Sam","2-Aug-2001","Away"
2025,"1",2025-03-07,1940,"S.C.G.",40310,"Jack","Scrimshaw",12565,"14","Hawthorn",12,8,6,18,0,0,0,3,1,1,0,0,1,0,0,5,12,2,0,1,0,0,77,"","Brendan Hosking"," Simon Meredith"," Jacob Mollison"," Martin Rodger","Sydney",4,3,6,4,11,5,11,10,NA,NA,76,"Hawthorn",5,3,9,6,11,10,14,12,NA,NA,96,27,40,71,76,NA,33,60,76,96,NA,"Jack Scrimshaw","Hawthorn","https://afltables.com/afl/stats/players/J/Jack_Scrimshaw.html",26.5037645448323,108,"Mitchell, Sam","4-Sep-1998","Away"
2025,"1",2025-03-07,1940,"S.C.G.",40310,"James","Sicily",12332,"6","Hawthorn",15,8,5,20,1,0,0,0,2,3,0,4,2,2,2,10,8,5,2,4,0,1,91,"","Brendan Hosking"," Simon Meredith"," Jacob Mollison"," Martin Rodger","Sydney",4,3,6,4,11,5,11,10,NA,NA,76,"Hawthorn",5,3,9,6,11,10,14,12,NA,NA,96,27,40,71,76,NA,33,60,76,96,NA,"James Sicily","Hawthorn","https://afltables.com/afl/stats/players/J/James_Sicily.html",30.1642710472279,157,"Mitchell, Sam","6-Jan-1995","Away"
2025,"1",2025-03-07,1940,"S.C.G.",40310,"Nick","Watson",13105,"34","Hawthorn",1,1,3,4,0,0,0,2,0,1,0,4,0,3,0,2,3,0,0,0,1,0,74,"","Brendan Hosking"," Simon Meredith"," Jacob Mollison"," Martin Rodger","Sydney",4,3,6,4,11,5,11,10,NA,NA,76,"Hawthorn",5,3,9,6,11,10,14,12,NA,NA,96,27,40,71,76,NA,33,60,76,96,NA,"Nick Watson","Hawthorn","https://afltables.com/afl/stats/players/N/Nick_Watson.html",20.0301163586585,19,"Mitchell, Sam","24-Feb-2005","Away"
